name,county,county_code
Sauca,Satu Mare,SM
Prilog Vii,Satu Mare,SM
Ghilvaci,Satu Mare,SM
Homorodu de Sus,Satu Mare,SM
Hodisa,Satu Mare,SM
Someseni,Satu Mare,SM
Marius,Satu Mare,SM
Sirlau,Satu Mare,SM
Atea,Satu Mare,SM
Sanmiclaus,Satu Mare,SM
Racova,Satu Mare,SM
Dobolt,Satu Mare,SM
Marna Noua,Satu Mare,SM
Necopoi,Satu Mare,SM
Medisa,Satu Mare,SM
Cean,Satu Mare,SM
Livada Mica,Satu Mare,SM
Medies Vii,Satu Mare,SM
Noroieni,Satu Mare,SM
Apateu,Satu Mare,SM
Chilia,Satu Mare,SM
Petea,Satu Mare,SM
Dindestiu Mic,Satu Mare,SM
Pasunea Mare,Satu Mare,SM
Chegea,Satu Mare,SM
Ruseni,Satu Mare,SM
Racsa Vii,Satu Mare,SM
Bercu Nou,Satu Mare,SM
Medies Raturi,Satu Mare,SM
Pelisor,Satu Mare,SM
Turulung Vii,Satu Mare,SM
Blaja,Satu Mare,SM
Horea,Satu Mare,SM
Criseni,Satu Mare,SM
Dacia,Satu Mare,SM
Bicau,Satu Mare,SM
Portita,Satu Mare,SM
Urziceni Padure,Satu Mare,SM
Hotoan,Satu Mare,SM
Giungi,Satu Mare,SM
Satu Mic,Satu Mare,SM
Martinesti,Satu Mare,SM
Sandra,Satu Mare,SM
Sudurau,Satu Mare,SM
Berea,Satu Mare,SM
Valea Morii,Satu Mare,SM
Sarvazel,Satu Mare,SM
Aciua,Satu Mare,SM
Cionchesti,Satu Mare,SM
Silvas,Satu Mare,SM
Ady Endre,Satu Mare,SM
Traian,Satu Mare,SM
Bolda,Satu Mare,SM
Ghilesti,Satu Mare,SM
Radulesti,Satu Mare,SM
Ghirolt,Satu Mare,SM
Chisau,Satu Mare,SM
Turt Bai,Satu Mare,SM
Ardud-Vii,Satu Mare,SM
Istrau,Satu Mare,SM
Tireac,Satu Mare,SM
Secheresa,Satu Mare,SM
Berindan,Satu Mare,SM
Piru Nou,Satu Mare,SM
Ratiu,Satu Mare,SM
Teghea,Satu Mare,SM
Vanatoresti,Satu Mare,SM
Halmeu Vii,Satu Mare,SM
Aliza,Satu Mare,SM
Lunca Apei,Satu Mare,SM
Viisoara,Satu Mare,SM
Cucu,Satu Mare,SM
Eteni,Satu Mare,SM
Ganas,Satu Mare,SM
Saratura,Satu Mare,SM
Vagas,Satu Mare,SM
Sibiu,Sibiu,SB
Medias,Sibiu,SB
Cisnadie,Sibiu,SB
Agnita,Sibiu,SB
Avrig,Sibiu,SB
Dumbraveni,Sibiu,SB
Talmaciu,Sibiu,SB
Rasinari,Sibiu,SB
Copsa Mica,Sibiu,SB
Jina,Sibiu,SB
Ocna Sibiului,Sibiu,SB
Gura Raului,Sibiu,SB
Seica Mare,Sibiu,SB
Orlat,Sibiu,SB
Marsa,Sibiu,SB
Poiana Sibiului,Sibiu,SB
Cristian,Sibiu,SB
Saliste,Sibiu,SB
Sadu,Sibiu,SB
Slimnic,Sibiu,SB
Racovita,Sibiu,SB
Sura Mare,Sibiu,SB
Axente Sever,Sibiu,SB
Vurpar,Sibiu,SB
Darlos,Sibiu,SB
Turnu Rosu,Sibiu,SB
Miercurea Sibiului,Sibiu,SB
Brateiu,Sibiu,SB
Mosna,Sibiu,SB
Blajel,Sibiu,SB
Selimbar,Sibiu,SB
Poplaca,Sibiu,SB
Bazna,Sibiu,SB
Vestem,Sibiu,SB
Saros pe Tarnave,Sibiu,SB
Boita,Sibiu,SB
Boian,Sibiu,SB
Biertan,Sibiu,SB
Sura Mica,Sibiu,SB
Micasasa,Sibiu,SB
Agarbiciu,Sibiu,SB
Apoldu de Sus,Sibiu,SB
Valea Viilor,Sibiu,SB
Nou,Sibiu,SB
Colonia Tarnava,Sibiu,SB
Talmacel,Sibiu,SB
Laslea,Sibiu,SB
Tarnava,Sibiu,SB
Tilisca,Sibiu,SB
Ighisu Nou,Sibiu,SB
Arpasu de Sus,Sibiu,SB
Atel,Sibiu,SB
Cartisoara,Sibiu,SB
Rosia,Sibiu,SB
Apoldu de Jos,Sibiu,SB
Altina,Sibiu,SB
Seica Mica,Sibiu,SB
Nocrich,Sibiu,SB
Ruja,Sibiu,SB
Arpasu de Jos,Sibiu,SB
Porumbacu de Jos,Sibiu,SB
Bradu,Sibiu,SB
Carta,Sibiu,SB
Hoghilag,Sibiu,SB
Malancrav,Sibiu,SB
Alamor,Sibiu,SB
Smig,Sibiu,SB
Porumbacu de Sus,Sibiu,SB
Rusi,Sibiu,SB
Barghis,Sibiu,SB
Alma,Sibiu,SB
Sebesu de Sus,Sibiu,SB
Sebesu de Jos,Sibiu,SB
Coves,Sibiu,SB
Pauca,Sibiu,SB
Chirpar,Sibiu,SB
Tapu,Sibiu,SB
Curciu,Sibiu,SB
Armeni,Sibiu,SB
Iacobeni,Sibiu,SB
Daia,Sibiu,SB
Bradeni,Sibiu,SB
Rau Sadului,Sibiu,SB
Loamnes,Sibiu,SB
Merghindeal,Sibiu,SB
Sacadate,Sibiu,SB
Scoreiu,Sibiu,SB
Mohu,Sibiu,SB
Buzd,Sibiu,SB
Hosman,Sibiu,SB
Bogatu Roman,Sibiu,SB
Richis,Sibiu,SB
Sorostin,Sibiu,SB
Casolt,Sibiu,SB
Buia,Sibiu,SB
Dobarca,Sibiu,SB
Hamba,Sibiu,SB
Velt,Sibiu,SB
Dealu Frumos,Sibiu,SB
Hasag,Sibiu,SB
Valchid,Sibiu,SB
Retis,Sibiu,SB
Ludos,Sibiu,SB
Presaca,Sibiu,SB
Rusciori,Sibiu,SB
Boarta,Sibiu,SB
Rod,Sibiu,SB
Marpod,Sibiu,SB
Bungard,Sibiu,SB
Sacel,Sibiu,SB
Paucea,Sibiu,SB
Nemsa,Sibiu,SB
Nou Sasesc,Sibiu,SB
Bruiu,Sibiu,SB
Copsa Mare,Sibiu,SB
Cornatel,Sibiu,SB
Ernea,Sibiu,SB
Pelisor,Sibiu,SB
Stejarisu,Sibiu,SB
Motis,Sibiu,SB
Noul Roman,Sibiu,SB
Sibiel,Sibiu,SB
Sarata,Sibiu,SB
Cisnadioara,Sibiu,SB
Vale,Sibiu,SB
Brosteni,Sibiu,SB
Noistat,Sibiu,SB
Netus,Sibiu,SB
Mag,Sibiu,SB
Amnas,Sibiu,SB
Ighisu Vechi,Sibiu,SB
Aciliu,Sibiu,SB
Sangatin,Sibiu,SB
Mandra,Sibiu,SB
Gusu,Sibiu,SB
Movile,Sibiu,SB
Gales,Sibiu,SB
Fofeldea,Sibiu,SB
Alma Vii,Sibiu,SB
Soala,Sibiu,SB
Vard,Sibiu,SB
Somartin,Sibiu,SB
Fantanele,Sibiu,SB
Giacas,Sibiu,SB
Mihaileni,Sibiu,SB
Prod,Sibiu,SB
Veseud,Sibiu,SB
Benesti,Sibiu,SB
Ghijasa de Sus,Sibiu,SB
Metis,Sibiu,SB
Lotrioara,Sibiu,SB
Glamboaca,Sibiu,SB
Dupus,Sibiu,SB
Valea Lunga,Sibiu,SB
Apos,Sibiu,SB
Toparcea,Sibiu,SB
Ilimbav,Sibiu,SB
Stenea,Sibiu,SB
Roandola,Sibiu,SB
Colonia Talmaciu,Sibiu,SB
Sasaus,Sibiu,SB
Chesler,Sibiu,SB
Colun,Sibiu,SB
Teline,Sibiu,SB
Prislop,Sibiu,SB
Zlagna,Sibiu,SB
Moardas,Sibiu,SB
Ravasel,Sibiu,SB
Vecerd,Sibiu,SB
Tichindeal,Sibiu,SB
Floresti,Sibiu,SB
Veseud,Sibiu,SB
Ghijasa de Jos,Sibiu,SB
Nucet,Sibiu,SB
Salcau,Sibiu,SB
Romanesti,Sibiu,SB
Petis,Sibiu,SB
Gherdeal,Sibiu,SB
Paltinis,Sibiu,SB
Poienita,Sibiu,SB
Valeni,Sibiu,SB
Albi,Sibiu,SB
Sadinca,Sibiu,SB
Mighindoala,Sibiu,SB
Lazaret,Sibiu,SB
Paltin,Sibiu,SB
Padureni,Sibiu,SB
Crint,Sibiu,SB
Suceava,Suceava,SV
Falticeni,Suceava,SV
Radauti,Suceava,SV
Campulung Moldovenesc,Suceava,SV
Vatra Dornei,Suceava,SV
Gura Humorului,Suceava,SV
Vicovu de Sus,Suceava,SV
Siret,Suceava,SV
Marginea,Suceava,SV
Dumbraveni,Suceava,SV
Cajvana,Suceava,SV
Bosanci,Suceava,SV
Vicovu de Jos,Suceava,SV
Straja,Suceava,SV
Arbore,Suceava,SV
Baia,Suceava,SV
Volovat,Suceava,SV
Liteni,Suceava,SV
Horodnic de Sus,Suceava,SV
Dornesti,Suceava,SV
Bogdanesti,Suceava,SV
Fratautii Noi,Suceava,SV
Ostra,Suceava,SV
Bilca,Suceava,SV
Patrauti,Suceava,SV
Vama,Suceava,SV
Dolhasca,Suceava,SV
Iaslovat,Suceava,SV
Malini,Suceava,SV
Brosteni,Suceava,SV
Voitinel,Suceava,SV
Milisauti,Suceava,SV
Ipotesti,Suceava,SV
Stulpicani,Suceava,SV
Frasin,Suceava,SV
Hantesti,Suceava,SV
Paltinoasa,Suceava,SV
Fratautii Vechi,Suceava,SV
Siminicea,Suceava,SV
Radaseni,Suceava,SV
Corocaiesti,Suceava,SV
Pojorata,Suceava,SV
Solca,Suceava,SV
Bivolaria,Suceava,SV
Satu Mare,Suceava,SV
Plopeni,Suceava,SV
Adancata,Suceava,SV
Botosana,Suceava,SV
Capu Codrului,Suceava,SV
Horodnic de Jos,Suceava,SV
Rasca,Suceava,SV
Stroiesti,Suceava,SV
Sfantu Ilie,Suceava,SV
Calafindesti,Suceava,SV
Salcea,Suceava,SV
Sadova,Suceava,SV
Putna,Suceava,SV
Moldovita,Suceava,SV
Iacobeni,Suceava,SV
Vatra Moldovitei,Suceava,SV
Manastirea Humorului,Suceava,SV
Frumosu,Suceava,SV
Capu Campului,Suceava,SV
Mitocu Dragomirnei,Suceava,SV
Udesti,Suceava,SV
Darmanesti,Suceava,SV
Mihoveni,Suceava,SV
Scheia,Suceava,SV
Ilisesti,Suceava,SV
Partestii de Jos,Suceava,SV
Rotunda,Suceava,SV
Stamate,Suceava,SV
Granicesti,Suceava,SV
Berchisesti,Suceava,SV
Hartop,Suceava,SV
Fundu Moldovei,Suceava,SV
Dolhestii-Mari,Suceava,SV
Poieni-Solca,Suceava,SV
Gainesti,Suceava,SV
Serbauti,Suceava,SV
Maneuti,Suceava,SV
Gramesti,Suceava,SV
Boroaia,Suceava,SV
Ciprian Porumbescu,Suceava,SV
Preutesti,Suceava,SV
Burla,Suceava,SV
Partestii de Sus,Suceava,SV
Dragoiesti,Suceava,SV
Probota,Suceava,SV
Crucea,Suceava,SV
Slatina,Suceava,SV
Gulia,Suceava,SV
Paraie,Suceava,SV
Costisa,Suceava,SV
Balaceana,Suceava,SV
Maritei,Suceava,SV
Basarabi,Suceava,SV
Solonet,Suceava,SV
Paltinu,Suceava,SV
Neagra Sarului,Suceava,SV
Valea Moldovei,Suceava,SV
Veresti,Suceava,SV
Galanesti,Suceava,SV
Baisesti,Suceava,SV
Todiresti,Suceava,SV
Balcauti,Suceava,SV
Bucsoaia,Suceava,SV
Draguseni,Suceava,SV
Dorna Candrenilor,Suceava,SV
Bursuceni,Suceava,SV
Badeuti,Suceava,SV
Negostina,Suceava,SV
Mironu,Suceava,SV
Budeni,Suceava,SV
Varatec,Suceava,SV
Cacica,Suceava,SV
Lamaseni,Suceava,SV
Bogata,Suceava,SV
Moldova-Sulita,Suceava,SV
Costana,Suceava,SV
Zamostea,Suceava,SV
Moara Nica,Suceava,SV
Sucevita,Suceava,SV
Herla,Suceava,SV
Dolhestii Mici,Suceava,SV
Clit,Suceava,SV
Comanesti,Suceava,SV
Breaza,Suceava,SV
Vadu Moldovei,Suceava,SV
Tibeni,Suceava,SV
Braiesti,Suceava,SV
Gura Putnei,Suceava,SV
Poiana Marului,Suceava,SV
Calinesti,Suceava,SV
Roscani,Suceava,SV
Horodniceni,Suceava,SV
Arghira,Suceava,SV
Cotargasi,Suceava,SV
Voievodeasa,Suceava,SV
Falcau,Suceava,SV
Brosteni,Suceava,SV
Dorna-Arini,Suceava,SV
Plutonita,Suceava,SV
Parhauti,Suceava,SV
Ciocanesti,Suceava,SV
Banesti,Suceava,SV
Cornu Luncii,Suceava,SV
Prelipca,Suceava,SV
Stramtura,Suceava,SV
Zvoristea,Suceava,SV
Serbanesti,Suceava,SV
Fantanele,Suceava,SV
Hurjuieni,Suceava,SV
Plavalari,Suceava,SV
Negrileasa,Suceava,SV
Carlibaba,Suceava,SV
Mihaiesti,Suceava,SV
Argel,Suceava,SV
Colacu,Suceava,SV
Dumbravita,Suceava,SV
Oniceni,Suceava,SV
Demacusa,Suceava,SV
Humoreni,Suceava,SV
Cotu Baii,Suceava,SV
Buda,Suceava,SV
Poiana Negrii,Suceava,SV
Manolea,Suceava,SV
Valea Glodului,Suceava,SV
Fantana Mare,Suceava,SV
Izvoarele Sucevei,Suceava,SV
Holda,Suceava,SV
Leucusesti,Suceava,SV
Gemenea,Suceava,SV
Prisaca Dornei,Suceava,SV
Poiana Micului,Suceava,SV
Sasca Mica,Suceava,SV
Brodina,Suceava,SV
Barasti,Suceava,SV
Doroteia,Suceava,SV
Zaharesti,Suceava,SV
Brodina,Suceava,SV
Deia,Suceava,SV
Hancea,Suceava,SV
Coverca,Suceava,SV
Petia,Suceava,SV
Dealu,Suceava,SV
Moara Carp,Suceava,SV
Danila,Suceava,SV
Tisauti,Suceava,SV
Slatioara,Suceava,SV
Silistea,Suceava,SV
Valea Bourei,Suceava,SV
Benia,Suceava,SV
Rasca,Suceava,SV
Valeni-Stanisoara,Suceava,SV
Soldanesti,Suceava,SV
Panaci,Suceava,SV
Corni,Suceava,SV
Silistea Noua,Suceava,SV
Voronet,Suceava,SV
Giurgesti,Suceava,SV
Lisaura,Suceava,SV
Deleni,Suceava,SV
Botus,Suceava,SV
Lupcina,Suceava,SV
Moisa,Suceava,SV
Paiseni,Suceava,SV
Poiana Stampei,Suceava,SV
Argestru,Suceava,SV
Bradatel,Suceava,SV
Liteni,Suceava,SV
Plesesti,Suceava,SV
Uncesti,Suceava,SV
Slobozia,Suceava,SV
Calugareni,Suceava,SV
Molid,Suceava,SV
Buda,Suceava,SV
Solonetu Nou,Suceava,SV
Forasti,Suceava,SV
Slatioara,Suceava,SV
Mitocasi,Suceava,SV
Calinesti,Suceava,SV
Mazanaesti,Suceava,SV
Husi,Suceava,SV
Stirbat,Suceava,SV
Sasca Mare,Suceava,SV
Dealu Floreni,Suceava,SV
Chiliseni,Suceava,SV
Beresti,Suceava,SV
Boura,Suceava,SV
Tarna Mare,Suceava,SV
Sacuta,Suceava,SV
Bulai,Suceava,SV
Gura Haitii,Suceava,SV
Climauti,Suceava,SV
Salageni,Suceava,SV
Stanca,Suceava,SV
Vadu Negrilesei,Suceava,SV
Slobozia Sucevei,Suceava,SV
Vascauti,Suceava,SV
Romanesti,Suceava,SV
Nigotesti,Suceava,SV
Fetesti,Suceava,SV
Iacobesti,Suceava,SV
Bunesti,Suceava,SV
Manastioara,Suceava,SV
Sarul Dornei,Suceava,SV
Bobeica,Suceava,SV
Poiana,Suceava,SV
Cosna,Suceava,SV
Luncusoara,Suceava,SV
Sarisoru Mare,Suceava,SV
Giulesti,Suceava,SV
Ortoaia,Suceava,SV
Balinesti,Suceava,SV
Rosu,Suceava,SV
Holdita,Suceava,SV
Gura Solcii,Suceava,SV
Nicani,Suceava,SV
Valea Poienei,Suceava,SV
Botesti,Suceava,SV
Ciumulesti,Suceava,SV
Lipoveni,Suceava,SV
Cozanesti,Suceava,SV
Neagra,Suceava,SV
Padureni,Suceava,SV
Corlata,Suceava,SV
Rusii-Manastioara,Suceava,SV
Dumbrava,Suceava,SV
Poiana,Suceava,SV
Reuseni,Suceava,SV
Tolesti,Suceava,SV
Rusi,Suceava,SV
Ciumarna,Suceava,SV
Rotopanesti,Suceava,SV
Podeni,Suceava,SV
Nisipitu,Suceava,SV
Tesna,Suceava,SV
Ulma,Suceava,SV
Brodina de Jos,Suceava,SV
Botos,Suceava,SV
Carlibaba Noua,Suceava,SV
Hreatca,Suceava,SV
Frasin,Suceava,SV
Ioneasa,Suceava,SV
Dragosa,Suceava,SV
Grigoresti,Suceava,SV
Poieni-Suceava,Suceava,SV
Saru Bucovinei,Suceava,SV
Botosanita Mare,Suceava,SV
Gropeni,Suceava,SV
Podu Cosnei,Suceava,SV
Dumbraveni,Suceava,SV
Dornisoara,Suceava,SV
Osoi,Suceava,SV
Magura,Suceava,SV
Bainet,Suceava,SV
Sadau,Suceava,SV
Dumbrava,Suceava,SV
Costileva,Suceava,SV
Satu Mare,Suceava,SV
Spataresti,Suceava,SV
Tesna,Suceava,SV
Brasca,Suceava,SV
Antoceni,Suceava,SV
Valea Putnei,Suceava,SV
Breaza de Sus,Suceava,SV
Gara,Suceava,SV
Mestecanis,Suceava,SV
Rosiori,Suceava,SV
Meresti,Suceava,SV
Vornicenii Mari,Suceava,SV
Glodu,Suceava,SV
Bodnareni,Suceava,SV
Musenita,Suceava,SV
Racova,Suceava,SV
Chiril,Suceava,SV
Lucacesti,Suceava,SV
Lunca,Suceava,SV
Jahalia,Suceava,SV
Rusca,Suceava,SV
Poienari,Suceava,SV
Gheorghiteni,Suceava,SV
Lungeni,Suceava,SV
Pilugani,Suceava,SV
Haleasa,Suceava,SV
Mesteceni,Suceava,SV
Sunatori,Suceava,SV
Vicsani,Suceava,SV
Cojoci,Suceava,SV
Movileni,Suceava,SV
Slobozia,Suceava,SV
Botosanita Mica,Suceava,SV
Iaz,Suceava,SV
Mereni,Suceava,SV
Ciomartan,Suceava,SV
Parau Negrei,Suceava,SV
Dragoiasa,Suceava,SV
Pocoleni,Suceava,SV
Plaiu Sarului,Suceava,SV
Cumparatura,Suceava,SV
Mariteia Mica,Suceava,SV
Sinca,Suceava,SV
Ehreste,Suceava,SV
Plesa,Suceava,SV
Sarisor,Suceava,SV
Calinesti-Vasilache,Suceava,SV
Tibau,Suceava,SV
Badragi,Suceava,SV
Sasca Noua,Suceava,SV
Darmoxa,Suceava,SV
Valea Bancului,Suceava,SV
Securiceni,Suceava,SV
Cotu Dobei,Suceava,SV
Frumoasa,Suceava,SV
Tautesti,Suceava,SV
Tataru,Suceava,SV
Iedu,Suceava,SV
Casoi,Suceava,SV
Runcu,Suceava,SV
Zalomestra,Suceava,SV
Paltin,Suceava,SV
Praleni,Suceava,SV
Tarnicioara,Suceava,SV
Rudesti,Suceava,SV
Botusel,Suceava,SV
Uidesti,Suceava,SV
Cojocareni,Suceava,SV
Stancuta,Suceava,SV
Dragomirna,Suceava,SV
Praxia,Suceava,SV
Sarghiesti,Suceava,SV
Bancesti,Suceava,SV
Verbia,Suceava,SV
Camarzani,Suceava,SV
Maidan,Suceava,SV
Lunca,Suceava,SV
Bahna Arin,Suceava,SV
Cununschi,Suceava,SV
Jacota,Suceava,SV
Corpaci,Suceava,SV
Valcelele,Suceava,SV
Vercicani,Suceava,SV
Valea Stanei,Suceava,SV
Varfu Dealului,Suceava,SV
Delnita,Suceava,SV
Pietroasa,Suceava,SV
Branistea,Suceava,SV
Paltinis,Suceava,SV
Rauteni,Suceava,SV
Delut,Suceava,SV
Vornicenii Mici,Suceava,SV
Codru,Suceava,SV
Trei Movile,Suceava,SV
Florinta,Suceava,SV
Todireni,Suceava,SV
Romanesti,Suceava,SV
Dubiusca,Suceava,SV
Catrinari,Suceava,SV
Norocu,Suceava,SV
Manastioara,Suceava,SV
Obcina,Suceava,SV
Smida Ungurenilor,Suceava,SV
Gara Leu,Suceava,SV
Sesuri,Suceava,SV
Varvata,Suceava,SV
Vulturesti,Suceava,SV
Artari,Suceava,SV
Plai,Suceava,SV
Groapa Vladichii,Suceava,SV
Iesle,Suceava,SV
Ses,Suceava,SV
Alexandria,Teleorman,TR
Rosiori de Vede,Teleorman,TR
Turnu Magurele,Teleorman,TR
Zimnicea,Teleorman,TR
Videle,Teleorman,TR
Peretu,Teleorman,TR
Plosca,Teleorman,TR
Tiganesti,Teleorman,TR
Islaz,Teleorman,TR
Bragadiru,Teleorman,TR
Maldaeni,Teleorman,TR
Buzescu,Teleorman,TR
Piatra,Teleorman,TR
Draganesti-Vlasca,Teleorman,TR
Dobrotesti,Teleorman,TR
Pietrosani,Teleorman,TR
Contesti,Teleorman,TR
Cervenia,Teleorman,TR
Lita,Teleorman,TR
Poroschia,Teleorman,TR
Troianul,Teleorman,TR
Nanov,Teleorman,TR
Suhaia,Teleorman,TR
Orbeasca de Sus,Teleorman,TR
Izvoarele,Teleorman,TR
Branceni,Teleorman,TR
Silistea-Gumesti,Teleorman,TR
Mavrodin,Teleorman,TR
Ciolanestii din Deal,Teleorman,TR
Orbeasca de Jos,Teleorman,TR
Lunca,Teleorman,TR
Slobozia Mandra,Teleorman,TR
Blejesti,Teleorman,TR
Scrioastea,Teleorman,TR
Laceni,Teleorman,TR
Traian,Teleorman,TR
Viisoara,Teleorman,TR
Frasinet,Teleorman,TR
Babaita,Teleorman,TR
Fantanele,Teleorman,TR
Smardioasa,Teleorman,TR
Zambreasca,Teleorman,TR
Olteni,Teleorman,TR
Bujoru,Teleorman,TR
Magura,Teleorman,TR
Saelele,Teleorman,TR
Valea Ciresului,Teleorman,TR
Frumoasa,Teleorman,TR
Nenciulesti,Teleorman,TR
Storobaneasa,Teleorman,TR
Tatarastii de Jos,Teleorman,TR
Lisa,Teleorman,TR
Tarnava,Teleorman,TR
Crangeni,Teleorman,TR
Beiu,Teleorman,TR
Merenii de Jos,Teleorman,TR
Mosteni,Teleorman,TR
Seaca,Teleorman,TR
Udupu,Teleorman,TR
Calinesti,Teleorman,TR
Nasturelu,Teleorman,TR
Galateni,Teleorman,TR
Segarcea-Deal,Teleorman,TR
Cernetu,Teleorman,TR
Dracea,Teleorman,TR
Poeni,Teleorman,TR
Sfintesti,Teleorman,TR
Bascoveni,Teleorman,TR
Botoroaga,Teleorman,TR
Ciuperceni,Teleorman,TR
Merisani,Teleorman,TR
Silistea,Teleorman,TR
Beuca,Teleorman,TR
Putineiu,Teleorman,TR
Vartoapele de Sus,Teleorman,TR
Merenii de Sus,Teleorman,TR
Deparati,Teleorman,TR
Bacalesti,Teleorman,TR
Beciu,Teleorman,TR
Radoiesti-Deal,Teleorman,TR
Gratia,Teleorman,TR
Perii Brosteni,Teleorman,TR
Salcia,Teleorman,TR
Furculesti,Teleorman,TR
Brancoveanca,Teleorman,TR
Balaci,Teleorman,TR
Tatarastii de Sus,Teleorman,TR
Segarcea-Vale,Teleorman,TR
Spatarei,Teleorman,TR
Bogdana,Teleorman,TR
Draganesti de Vede,Teleorman,TR
Talpa-Ograzile,Teleorman,TR
Vartoapele de Jos,Teleorman,TR
Moldoveni,Teleorman,TR
Ciuperceni,Teleorman,TR
Baneasa,Teleorman,TR
Draghinesti,Teleorman,TR
Purani,Teleorman,TR
Baciu,Teleorman,TR
Zimnicele,Teleorman,TR
Uda-Paciurea,Teleorman,TR
Guruieni,Teleorman,TR
Merisani,Teleorman,TR
Crangu,Teleorman,TR
Navodari,Teleorman,TR
Teleormanu,Teleorman,TR
Crevenicu,Teleorman,TR
Calomfiresti,Teleorman,TR
Baduleasa,Teleorman,TR
Olteanca,Teleorman,TR
Calugaru,Teleorman,TR
Pleasov,Teleorman,TR
Trivalea-Mosteni,Teleorman,TR
Tecuci,Teleorman,TR
Calmatuiu de Sus,Teleorman,TR
Copaceanca,Teleorman,TR
Cosmesti,Teleorman,TR
Tudor Vladimirescu,Teleorman,TR
Nicolae Balcescu,Teleorman,TR
Uda-Clocociov,Teleorman,TR
Socetu,Teleorman,TR
Dracsenei,Teleorman,TR
Rasmiresti,Teleorman,TR
Dudu,Teleorman,TR
Prundu,Teleorman,TR
Valea Parului,Teleorman,TR
Poiana,Teleorman,TR
Stejaru,Teleorman,TR
Cucueti,Teleorman,TR
Garagau,Teleorman,TR
Sarbeni,Teleorman,TR
Calmatuiu,Teleorman,TR
Ciolanestii din Vale,Teleorman,TR
Bratasani,Teleorman,TR
Brebina,Teleorman,TR
Necsesti,Teleorman,TR
Balta Sarata,Teleorman,TR
Plopii-Slavitesti,Teleorman,TR
Vanatori,Teleorman,TR
Radoiesti-Vale,Teleorman,TR
Puranii de Sus,Teleorman,TR
Ciurari,Teleorman,TR
Ulmeni,Teleorman,TR
Clanita,Teleorman,TR
Butesti,Teleorman,TR
Licuriciu,Teleorman,TR
Slavesti,Teleorman,TR
Voievoda,Teleorman,TR
Comoara,Teleorman,TR
Vitanesti,Teleorman,TR
Bujoreni,Teleorman,TR
Albesti,Teleorman,TR
Purani,Teleorman,TR
Marzanesti,Teleorman,TR
Pauleasca,Teleorman,TR
Silistea,Teleorman,TR
Urluiu,Teleorman,TR
Vedea,Teleorman,TR
Negreni,Teleorman,TR
Udeni,Teleorman,TR
Dulceanca,Teleorman,TR
Didesti,Teleorman,TR
Ciurari-Deal,Teleorman,TR
Paru Rotund,Teleorman,TR
Vacaresti,Teleorman,TR
Scurtu Mare,Teleorman,TR
Radulesti,Teleorman,TR
Soimu,Teleorman,TR
Dracsani,Teleorman,TR
Cetatea,Teleorman,TR
Bujoru,Teleorman,TR
Dorobantu,Teleorman,TR
Secara,Teleorman,TR
Cosoteni,Teleorman,TR
Meri,Teleorman,TR
Mosteni,Teleorman,TR
Satu Nou,Teleorman,TR
Belciug,Teleorman,TR
Talpa-Bascoveni,Teleorman,TR
Baldovinesti,Teleorman,TR
Schitu Poienari,Teleorman,TR
Dracesti,Teleorman,TR
Butculesti,Teleorman,TR
Prunaru,Teleorman,TR
Saceni,Teleorman,TR
Negrenii de Sus,Teleorman,TR
Smardan,Teleorman,TR
Caravaneti,Teleorman,TR
Ionascu,Teleorman,TR
Cosoaia,Teleorman,TR
Carlomanu,Teleorman,TR
Preajba,Teleorman,TR
Sericu,Teleorman,TR
Vatasi,Teleorman,TR
Catunu,Teleorman,TR
Lada,Teleorman,TR
Antonesti,Teleorman,TR
Odobeasca,Teleorman,TR
Silistea Mica,Teleorman,TR
Albeni,Teleorman,TR
Vaceni,Teleorman,TR
Rotaresti,Teleorman,TR
Sarbenii de Jos,Teleorman,TR
Florica,Teleorman,TR
Scurtu-Slavesti,Teleorman,TR
Gardesti,Teleorman,TR
Insuratei,Teleorman,TR
Magura cu Liliac,Teleorman,TR
Plopi,Teleorman,TR
Vatra,Teleorman,TR
Brosteanca,Teleorman,TR
Tunari,Teleorman,TR
Negrilesti,Teleorman,TR
Burdeni,Teleorman,TR
Valea Postei,Teleorman,TR
Linia Costii,Teleorman,TR
Gradisteanca,Teleorman,TR
Negrenii-Osebiti,Teleorman,TR
Bratcovu,Teleorman,TR
Ludaneasca,Teleorman,TR
Dobreni,Teleorman,TR
Stejaru,Teleorman,TR
Banov,Teleorman,TR
Barsestii de Jos,Teleorman,TR
Stefeni,Teleorman,TR
Satul Vechi,Teleorman,TR
Gresia,Teleorman,TR
Dulceni,Teleorman,TR
Zlata,Teleorman,TR
Bratesti,Teleorman,TR
Marita,Teleorman,TR
Talpa Postei,Teleorman,TR
Tavarlau,Teleorman,TR
Obartu,Teleorman,TR
Viile,Teleorman,TR
Darvas,Teleorman,TR
Timisoara,Timis,TM
Lugoj,Timis,TM
Sannicolau Mare,Timis,TM
Jimbolia,Timis,TM
Deta,Timis,TM
Buzias,Timis,TM
Recas,Timis,TM
Periam,Timis,TM
Dudestii Vechi,Timis,TM
Giarmata,Timis,TM
Faget,Timis,TM
Gataia,Timis,TM
Varias,Timis,TM
Cenad,Timis,TM
Carpinis,Timis,TM
Jebel,Timis,TM
Sacalaz,Timis,TM
Lovrin,Timis,TM
Ghiroda,Timis,TM
Biled,Timis,TM
Nadrag,Timis,TM
